"year","species_name","count_corrected","transect_length","Long_LAEA","Lat_LAEA","transect_id","bms_id"
2012,"Species1",0,8329,4526653,3628236,"Site_261","bms_id16"
2013,"Species1",0,8329,4526653,3628236,"Site_261","bms_id16"
2014,"Species1",0,8329,4526653,3628236,"Site_261","bms_id16"
2014,"Species1",0.5,393,4562301,3696078,"Site_262","bms_id16"
2015,"Species1",0.25,393,4562301,3696078,"Site_262","bms_id16"
2016,"Species1",0,393,4562301,3696078,"Site_262","bms_id16"
2017,"Species1",1,393,4562301,3696078,"Site_262","bms_id16"
2018,"Species1",0,393,4562301,3696078,"Site_262","bms_id16"
2019,"Species1",4,393,4562301,3696078,"Site_262","bms_id16"
2020,"Species1",1,393,4562301,3696078,"Site_262","bms_id16"
2021,"Species1",1,393,4562301,3696078,"Site_262","bms_id16"
2015,"Species1",0.666666666666667,2597,4543634,3614741,"Site_263","bms_id16"
2019,"Species1",0.666666666666667,2597,4543634,3614741,"Site_263","bms_id16"
2015,"Species1",0,393,4665737,4102442,"Site_264","bms_id16"
2016,"Species1",0.8,393,4665737,4102442,"Site_264","bms_id16"
2017,"Species1",0.25,393,4665737,4102442,"Site_264","bms_id16"
2018,"Species1",0,393,4665737,4102442,"Site_264","bms_id16"
2016,"Species1",0.2,393,4725649,3739267,"Site_265","bms_id16"
2017,"Species1",0.25,393,4725649,3739267,"Site_265","bms_id16"
2018,"Species1",0,393,4725649,3739267,"Site_265","bms_id16"
2019,"Species1",0,393,4725649,3739267,"Site_265","bms_id16"
2020,"Species1",0,393,4725649,3739267,"Site_265","bms_id16"
2021,"Species1",0,393,4725649,3739267,"Site_265","bms_id16"
2015,"Species1",0.333333333333333,393,4668990,4098377,"Site_266","bms_id16"
2016,"Species1",0,393,4668990,4098377,"Site_266","bms_id16"
2017,"Species1",0,393,4668990,4098377,"Site_266","bms_id16"
2018,"Species1",0,393,4668990,4098377,"Site_266","bms_id16"
2019,"Species1",0,393,4668990,4098377,"Site_266","bms_id16"
2017,"Species1",0.375,393,4507225,3715601,"Site_267","bms_id16"
2018,"Species1",0.0909090909090909,393,4507225,3715601,"Site_267","bms_id16"
2019,"Species1",0.272727272727273,393,4507225,3715601,"Site_267","bms_id16"
2020,"Species1",1.3,393,4507225,3715601,"Site_267","bms_id16"
2021,"Species1",1.41666666666667,393,4507225,3715601,"Site_267","bms_id16"
2008,"Species1",0.285714285714286,1510,4684273,2550719,"Site_268","bms_id17"
2008,"Species1",0.428571428571429,1039,4655088,2511070,"Site_269","bms_id17"
2010,"Species1",0.375,1039,4655088,2511070,"Site_269","bms_id17"
2012,"Species1",0.125,1039,4655088,2511070,"Site_269","bms_id17"
2000,"Species1",0.44,2000,3513529,3173237,"Site_270","bms_id18"
2002,"Species1",1.31578947368421,1500,3546904,3157740,"Site_271","bms_id18"
2003,"Species1",2,1500,3546904,3157740,"Site_271","bms_id18"
2004,"Species1",1.625,1500,3546904,3157740,"Site_271","bms_id18"
2005,"Species1",1.56521739130435,1500,3546904,3157740,"Site_271","bms_id18"
2006,"Species1",1.26315789473684,1500,3546904,3157740,"Site_271","bms_id18"
2007,"Species1",1.33333333333333,1500,3546904,3157740,"Site_271","bms_id18"
2008,"Species1",0.833333333333333,1500,3546904,3157740,"Site_271","bms_id18"
2009,"Species1",3.33333333333333,1500,3546904,3157740,"Site_271","bms_id18"
2010,"Species1",1.54166666666667,1500,3546904,3157740,"Site_271","bms_id18"
2011,"Species1",1.23809523809524,1500,3546904,3157740,"Site_271","bms_id18"
2012,"Species1",2.88888888888889,1500,3546904,3157740,"Site_271","bms_id18"
2013,"Species1",9.2,1500,3546904,3157740,"Site_271","bms_id18"
2014,"Species1",4.04347826086957,1500,3546904,3157740,"Site_271","bms_id18"
2015,"Species1",7.5,1500,3546904,3157740,"Site_271","bms_id18"
2017,"Species1",2,1500,3546904,3157740,"Site_271","bms_id18"
2018,"Species1",1.08695652173913,1500,3546904,3157740,"Site_271","bms_id18"
2003,"Species1",0,3280,3552249,3151470,"Site_272","bms_id18"
2006,"Species1",0.304347826086957,3280,3552249,3151470,"Site_272","bms_id18"
2007,"Species1",0.416666666666667,3280,3552249,3151470,"Site_272","bms_id18"
2008,"Species1",0.478260869565217,3280,3552249,3151470,"Site_272","bms_id18"
2009,"Species1",0.954545454545455,3280,3552249,3151470,"Site_272","bms_id18"
2010,"Species1",0.64,3280,3552249,3151470,"Site_272","bms_id18"
2011,"Species1",1.11538461538462,3280,3552249,3151470,"Site_272","bms_id18"
2012,"Species1",0.333333333333333,3280,3552249,3151470,"Site_272","bms_id18"
2013,"Species1",1,3280,3552249,3151470,"Site_272","bms_id18"
2014,"Species1",1.55555555555556,3280,3552249,3151470,"Site_272","bms_id18"
2015,"Species1",1.56,3280,3552249,3151470,"Site_272","bms_id18"
2016,"Species1",1.3,3280,3552249,3151470,"Site_272","bms_id18"
2017,"Species1",0.421052631578947,3280,3552249,3151470,"Site_272","bms_id18"
2018,"Species1",1.34782608695652,3280,3552249,3151470,"Site_272","bms_id18"
2019,"Species1",1.375,3280,3552249,3151470,"Site_272","bms_id18"
2020,"Species1",0.2,3280,3552249,3151470,"Site_272","bms_id18"
2021,"Species1",2.3,3280,3552249,3151470,"Site_272","bms_id18"
2001,"Species1",0.5,4700,3487831,3527942,"Site_273","bms_id18"
2002,"Species1",0.789473684210526,4700,3487831,3527942,"Site_273","bms_id18"
2003,"Species1",0.565217391304348,4700,3487831,3527942,"Site_273","bms_id18"
2004,"Species1",0.545454545454545,4700,3487831,3527942,"Site_273","bms_id18"
2005,"Species1",0.714285714285714,4700,3487831,3527942,"Site_273","bms_id18"
2006,"Species1",0.315789473684211,4700,3487831,3527942,"Site_273","bms_id18"
2007,"Species1",1.15789473684211,4700,3487831,3527942,"Site_273","bms_id18"
2008,"Species1",0.208333333333333,4700,3487831,3527942,"Site_273","bms_id18"
2009,"Species1",0.65,4700,3487831,3527942,"Site_273","bms_id18"
2010,"Species1",0.476190476190476,4700,3487831,3527942,"Site_273","bms_id18"
2011,"Species1",0.95,4700,3487831,3527942,"Site_273","bms_id18"
2012,"Species1",0.526315789473684,4700,3487831,3527942,"Site_273","bms_id18"
2013,"Species1",0.333333333333333,4700,3487831,3527942,"Site_273","bms_id18"
2014,"Species1",1.35,4700,3487831,3527942,"Site_273","bms_id18"
2015,"Species1",1.6875,4700,3487831,3527942,"Site_273","bms_id18"
2016,"Species1",0.411764705882353,4700,3487831,3527942,"Site_273","bms_id18"
2017,"Species1",0,4700,3487831,3527942,"Site_273","bms_id18"
2018,"Species1",0.133333333333333,4700,3487831,3527942,"Site_273","bms_id18"
2019,"Species1",1.31578947368421,4700,3487831,3527942,"Site_273","bms_id18"
2021,"Species1",0.4,4700,3487831,3527942,"Site_273","bms_id18"
2015,"Species1",4.08333333333333,1840,3574225,3314614,"Site_274","bms_id18"
2000,"Species1",2.33333333333333,2088,3514204,3149047,"Site_275","bms_id18"
2001,"Species1",2.65,2088,3514204,3149047,"Site_275","bms_id18"
2002,"Species1",0.5,2088,3514204,3149047,"Site_275","bms_id18"
2003,"Species1",1.3,2088,3514204,3149047,"Site_275","bms_id18"
2004,"Species1",0.315789473684211,2088,3514204,3149047,"Site_275","bms_id18"
2005,"Species1",0.285714285714286,2088,3514204,3149047,"Site_275","bms_id18"
2007,"Species1",1,2088,3514204,3149047,"Site_275","bms_id18"
2008,"Species1",1.11111111111111,2088,3514204,3149047,"Site_275","bms_id18"
2009,"Species1",1.36363636363636,2088,3514204,3149047,"Site_275","bms_id18"
2010,"Species1",0.588235294117647,2088,3514204,3149047,"Site_275","bms_id18"
2011,"Species1",0.16,2088,3514204,3149047,"Site_275","bms_id18"
2012,"Species1",0.19047619047619,2088,3514204,3149047,"Site_275","bms_id18"
2013,"Species1",2.42857142857143,2088,3514204,3149047,"Site_275","bms_id18"
2014,"Species1",1.35,2088,3514204,3149047,"Site_275","bms_id18"
2015,"Species1",1.44444444444444,2088,3514204,3149047,"Site_275","bms_id18"
2016,"Species1",0.444444444444444,2088,3514204,3149047,"Site_275","bms_id18"
2017,"Species1",0.25,2088,3514204,3149047,"Site_275","bms_id18"
2018,"Species1",0.631578947368421,2088,3514204,3149047,"Site_275","bms_id18"
2019,"Species1",0.88,2088,3514204,3149047,"Site_275","bms_id18"
2020,"Species1",0.590909090909091,2088,3514204,3149047,"Site_275","bms_id18"
2021,"Species1",0,2088,3514204,3149047,"Site_275","bms_id18"
2000,"Species1",1.75,3370,3457227,3136779,"Site_276","bms_id18"
2001,"Species1",0.705882352941177,3370,3457227,3136779,"Site_276","bms_id18"
2002,"Species1",1.28,3370,3457227,3136779,"Site_276","bms_id18"
2003,"Species1",2.32,3370,3457227,3136779,"Site_276","bms_id18"
2004,"Species1",0.75,3370,3457227,3136779,"Site_276","bms_id18"
2005,"Species1",0.84,3370,3457227,3136779,"Site_276","bms_id18"
2006,"Species1",0.538461538461538,3370,3457227,3136779,"Site_276","bms_id18"
2007,"Species1",5.76,3370,3457227,3136779,"Site_276","bms_id18"
2008,"Species1",1.26923076923077,3370,3457227,3136779,"Site_276","bms_id18"
2009,"Species1",2.92307692307692,3370,3457227,3136779,"Site_276","bms_id18"
2010,"Species1",2.16,3370,3457227,3136779,"Site_276","bms_id18"
2011,"Species1",1.24,3370,3457227,3136779,"Site_276","bms_id18"
2012,"Species1",0.458333333333333,3370,3457227,3136779,"Site_276","bms_id18"
2013,"Species1",3,3370,3457227,3136779,"Site_276","bms_id18"
2014,"Species1",3.875,3370,3457227,3136779,"Site_276","bms_id18"
2015,"Species1",1.4,3370,3457227,3136779,"Site_276","bms_id18"
2016,"Species1",1.25,3370,3457227,3136779,"Site_276","bms_id18"
2017,"Species1",1.26086956521739,3370,3457227,3136779,"Site_276","bms_id18"
2018,"Species1",0.615384615384615,3370,3457227,3136779,"Site_276","bms_id18"
2019,"Species1",0.916666666666667,3370,3457227,3136779,"Site_276","bms_id18"
2020,"Species1",1.10526315789474,3370,3457227,3136779,"Site_276","bms_id18"
2021,"Species1",1.36363636363636,3370,3457227,3136779,"Site_276","bms_id18"
2014,"Species1",1.73913043478261,2040,3578441,3235702,"Site_277","bms_id18"
2015,"Species1",1,2040,3578441,3235702,"Site_277","bms_id18"
2016,"Species1",0.526315789473684,2040,3578441,3235702,"Site_277","bms_id18"
2017,"Species1",0.48,2040,3578441,3235702,"Site_277","bms_id18"
2018,"Species1",0.5,2040,3578441,3235702,"Site_277","bms_id18"
2019,"Species1",1.73913043478261,2040,3578441,3235702,"Site_277","bms_id18"
2020,"Species1",0.882352941176471,2040,3578441,3235702,"Site_277","bms_id18"
2021,"Species1",0.96,2040,3578441,3235702,"Site_277","bms_id18"
2000,"Species1",0.307692307692308,788,3612654,3130262,"Site_278","bms_id18"
2001,"Species1",0.423076923076923,788,3612654,3130262,"Site_278","bms_id18"
2002,"Species1",0.08,788,3612654,3130262,"Site_278","bms_id18"
2003,"Species1",0.192307692307692,788,3612654,3130262,"Site_278","bms_id18"
2004,"Species1",0.230769230769231,788,3612654,3130262,"Site_278","bms_id18"
2005,"Species1",0.0769230769230769,788,3612654,3130262,"Site_278","bms_id18"
2006,"Species1",0.12,788,3612654,3130262,"Site_278","bms_id18"
2007,"Species1",0.346153846153846,788,3612654,3130262,"Site_278","bms_id18"
2008,"Species1",0.2,788,3612654,3130262,"Site_278","bms_id18"
2009,"Species1",0.615384615384615,788,3612654,3130262,"Site_278","bms_id18"
2010,"Species1",0.4,788,3612654,3130262,"Site_278","bms_id18"
2011,"Species1",0.2,788,3612654,3130262,"Site_278","bms_id18"
2012,"Species1",0.0384615384615385,788,3612654,3130262,"Site_278","bms_id18"
2013,"Species1",0.04,788,3612654,3130262,"Site_278","bms_id18"
2014,"Species1",0.166666666666667,788,3612654,3130262,"Site_278","bms_id18"
2015,"Species1",0.1,788,3612654,3130262,"Site_278","bms_id18"
2019,"Species1",0,788,3612654,3130262,"Site_278","bms_id18"
2020,"Species1",0,788,3612654,3130262,"Site_278","bms_id18"
2021,"Species1",0.666666666666667,788,3612654,3130262,"Site_278","bms_id18"
2003,"Species1",0.0833333333333333,1765,3623551,3154377,"Site_279","bms_id18"
2004,"Species1",0.037037037037037,1765,3623551,3154377,"Site_279","bms_id18"
2005,"Species1",0.0454545454545455,1765,3623551,3154377,"Site_279","bms_id18"
2006,"Species1",0,1765,3623551,3154377,"Site_279","bms_id18"
2007,"Species1",0,1765,3623551,3154377,"Site_279","bms_id18"
2008,"Species1",0.0588235294117647,1765,3623551,3154377,"Site_279","bms_id18"
2009,"Species1",0.2,1765,3623551,3154377,"Site_279","bms_id18"
2010,"Species1",0,1765,3623551,3154377,"Site_279","bms_id18"
2011,"Species1",0,1765,3623551,3154377,"Site_279","bms_id18"
2012,"Species1",0.0625,1765,3623551,3154377,"Site_279","bms_id18"
2013,"Species1",0.117647058823529,1765,3623551,3154377,"Site_279","bms_id18"
2014,"Species1",0.111111111111111,1765,3623551,3154377,"Site_279","bms_id18"
2003,"Species1",0.411764705882353,2700,3630462,3118044,"Site_280","bms_id18"
2004,"Species1",0.153846153846154,2700,3630462,3118044,"Site_280","bms_id18"
2005,"Species1",0,2700,3630462,3118044,"Site_280","bms_id18"
2006,"Species1",0.833333333333333,2700,3630462,3118044,"Site_280","bms_id18"
2007,"Species1",0.307692307692308,2700,3630462,3118044,"Site_280","bms_id18"
2008,"Species1",0.5,2700,3630462,3118044,"Site_280","bms_id18"
2009,"Species1",0.875,2700,3630462,3118044,"Site_280","bms_id18"
2010,"Species1",0,2700,3630462,3118044,"Site_280","bms_id18"
2011,"Species1",0.647058823529412,2700,3630462,3118044,"Site_280","bms_id18"
2012,"Species1",0.111111111111111,2700,3630462,3118044,"Site_280","bms_id18"
2013,"Species1",0.9,2700,3630462,3118044,"Site_280","bms_id18"
2014,"Species1",0.304347826086957,2700,3630462,3118044,"Site_280","bms_id18"
2015,"Species1",0,2700,3630462,3118044,"Site_280","bms_id18"
2016,"Species1",0,2700,3630462,3118044,"Site_280","bms_id18"
2017,"Species1",0.476190476190476,2700,3630462,3118044,"Site_280","bms_id18"
2018,"Species1",0.166666666666667,2700,3630462,3118044,"Site_280","bms_id18"
2019,"Species1",0,2700,3630462,3118044,"Site_280","bms_id18"
2020,"Species1",0,2700,3630462,3118044,"Site_280","bms_id18"
2021,"Species1",0,2700,3630462,3118044,"Site_280","bms_id18"
2004,"Species1",1.05555555555556,2970,3578287,3147228,"Site_281","bms_id18"
2005,"Species1",0.192307692307692,2970,3578287,3147228,"Site_281","bms_id18"
2006,"Species1",0.148148148148148,2970,3578287,3147228,"Site_281","bms_id18"
2007,"Species1",0.576923076923077,2970,3578287,3147228,"Site_281","bms_id18"
2008,"Species1",1.05555555555556,2970,3578287,3147228,"Site_281","bms_id18"
2009,"Species1",0.875,2970,3578287,3147228,"Site_281","bms_id18"
2010,"Species1",1.29411764705882,2970,3578287,3147228,"Site_281","bms_id18"
2014,"Species1",0.285714285714286,2970,3578287,3147228,"Site_281","bms_id18"
2015,"Species1",1.15384615384615,2970,3578287,3147228,"Site_281","bms_id18"
2016,"Species1",1.05263157894737,2970,3578287,3147228,"Site_281","bms_id18"
2017,"Species1",0.7,2970,3578287,3147228,"Site_281","bms_id18"
2018,"Species1",0.5,2970,3578287,3147228,"Site_281","bms_id18"
2019,"Species1",0.9,2970,3578287,3147228,"Site_281","bms_id18"
2020,"Species1",0.714285714285714,2970,3578287,3147228,"Site_281","bms_id18"
2021,"Species1",0.142857142857143,2970,3578287,3147228,"Site_281","bms_id18"
2004,"Species1",0.368421052631579,2650,3599195,3135360,"Site_282","bms_id18"
2005,"Species1",0.0769230769230769,2650,3599195,3135360,"Site_282","bms_id18"
2006,"Species1",0.545454545454545,2650,3599195,3135360,"Site_282","bms_id18"
2007,"Species1",0.666666666666667,2650,3599195,3135360,"Site_282","bms_id18"
2008,"Species1",1.16,2650,3599195,3135360,"Site_282","bms_id18"
2009,"Species1",1.26086956521739,2650,3599195,3135360,"Site_282","bms_id18"
2010,"Species1",0.5,2650,3599195,3135360,"Site_282","bms_id18"
2011,"Species1",0.380952380952381,2650,3599195,3135360,"Site_282","bms_id18"
2012,"Species1",0.2,2650,3599195,3135360,"Site_282","bms_id18"
2014,"Species1",0.80952380952381,2650,3599195,3135360,"Site_282","bms_id18"
2018,"Species1",0.153846153846154,2650,3599195,3135360,"Site_282","bms_id18"
2019,"Species1",0.583333333333333,2650,3599195,3135360,"Site_282","bms_id18"
2020,"Species1",1.76923076923077,2650,3599195,3135360,"Site_282","bms_id18"
2021,"Species1",0.541666666666667,2650,3599195,3135360,"Site_282","bms_id18"
2009,"Species1",2,390,3572749,3146682,"Site_283","bms_id18"
2010,"Species1",0.375,390,3572749,3146682,"Site_283","bms_id18"
2011,"Species1",0.25,390,3572749,3146682,"Site_283","bms_id18"
2012,"Species1",1,390,3572749,3146682,"Site_283","bms_id18"
2013,"Species1",6.8,390,3572749,3146682,"Site_283","bms_id18"
2014,"Species1",0.428571428571429,390,3572749,3146682,"Site_283","bms_id18"
2015,"Species1",1.5,390,3572749,3146682,"Site_283","bms_id18"
2016,"Species1",1.875,390,3572749,3146682,"Site_283","bms_id18"
2017,"Species1",1.22222222222222,390,3572749,3146682,"Site_283","bms_id18"
2018,"Species1",0.25,390,3572749,3146682,"Site_283","bms_id18"
2019,"Species1",0.833333333333333,390,3572749,3146682,"Site_283","bms_id18"
2020,"Species1",0.5,390,3572749,3146682,"Site_283","bms_id18"
2021,"Species1",2.2,390,3572749,3146682,"Site_283","bms_id18"
2010,"Species1",0.272727272727273,850,3577833,3146414,"Site_284","bms_id18"
2012,"Species1",0.222222222222222,850,3577833,3146414,"Site_284","bms_id18"
2013,"Species1",0.277777777777778,850,3577833,3146414,"Site_284","bms_id18"
2014,"Species1",0.357142857142857,850,3577833,3146414,"Site_284","bms_id18"
2015,"Species1",0.75,850,3577833,3146414,"Site_284","bms_id18"
2016,"Species1",0.2,850,3577833,3146414,"Site_284","bms_id18"
2017,"Species1",0.6,850,3577833,3146414,"Site_284","bms_id18"
2018,"Species1",0.4,850,3577833,3146414,"Site_284","bms_id18"
2019,"Species1",0.25,850,3577833,3146414,"Site_284","bms_id18"
2017,"Species1",0.863636363636364,1072,3586790,3140563,"Site_285","bms_id18"
2000,"Species1",0.416666666666667,2909,3523757,3260757,"Site_286","bms_id18"
2001,"Species1",0.611111111111111,2909,3523757,3260757,"Site_286","bms_id18"
2002,"Species1",0.807692307692308,2909,3523757,3260757,"Site_286","bms_id18"
2003,"Species1",1.04,2909,3523757,3260757,"Site_286","bms_id18"
2004,"Species1",0.272727272727273,2909,3523757,3260757,"Site_286","bms_id18"
2005,"Species1",0.565217391304348,2909,3523757,3260757,"Site_286","bms_id18"
2006,"Species1",0.777777777777778,2909,3523757,3260757,"Site_286","bms_id18"
2007,"Species1",2.21739130434783,2909,3523757,3260757,"Site_286","bms_id18"
2008,"Species1",0.526315789473684,2909,3523757,3260757,"Site_286","bms_id18"
2009,"Species1",0.666666666666667,2909,3523757,3260757,"Site_286","bms_id18"
2010,"Species1",1.6875,2909,3523757,3260757,"Site_286","bms_id18"
2011,"Species1",1.14285714285714,2909,3523757,3260757,"Site_286","bms_id18"
2012,"Species1",0.411764705882353,2909,3523757,3260757,"Site_286","bms_id18"
2013,"Species1",2.28571428571429,2909,3523757,3260757,"Site_286","bms_id18"
2014,"Species1",2.70588235294118,2909,3523757,3260757,"Site_286","bms_id18"
2015,"Species1",0.545454545454545,2909,3523757,3260757,"Site_286","bms_id18"
2016,"Species1",0.318181818181818,2909,3523757,3260757,"Site_286","bms_id18"
2017,"Species1",0.388888888888889,2909,3523757,3260757,"Site_286","bms_id18"
2018,"Species1",0.166666666666667,2909,3523757,3260757,"Site_286","bms_id18"
2019,"Species1",0.333333333333333,2909,3523757,3260757,"Site_286","bms_id18"
2020,"Species1",0.5625,2909,3523757,3260757,"Site_286","bms_id18"
2021,"Species1",0.4,2909,3523757,3260757,"Site_286","bms_id18"
2000,"Species1",0.185185185185185,1000,3677271,3170328,"Site_287","bms_id18"
2001,"Species1",0.307692307692308,1000,3677271,3170328,"Site_287","bms_id18"
2002,"Species1",0.125,1000,3677271,3170328,"Site_287","bms_id18"
2003,"Species1",0.333333333333333,1000,3677271,3170328,"Site_287","bms_id18"
2017,"Species1",0.380952380952381,1000,3677271,3170328,"Site_287","bms_id18"
2018,"Species1",0.130434782608696,1000,3677271,3170328,"Site_287","bms_id18"
2019,"Species1",0.521739130434783,1000,3677271,3170328,"Site_287","bms_id18"
2020,"Species1",0.142857142857143,1000,3677271,3170328,"Site_287","bms_id18"
2021,"Species1",0.791666666666667,1000,3677271,3170328,"Site_287","bms_id18"
2000,"Species1",0.615384615384615,2800,3669480,3178014,"Site_288","bms_id18"
2001,"Species1",0,2800,3669480,3178014,"Site_288","bms_id18"
2000,"Species1",0.789473684210526,2000,3646662,3163023,"Site_289","bms_id18"
2001,"Species1",0.173913043478261,2000,3646662,3163023,"Site_289","bms_id18"
2002,"Species1",0.15,2000,3646662,3163023,"Site_289","bms_id18"
2003,"Species1",0.28,2000,3646662,3163023,"Site_289","bms_id18"
2004,"Species1",0.25,2000,3646662,3163023,"Site_289","bms_id18"
2005,"Species1",0.192307692307692,2000,3646662,3163023,"Site_289","bms_id18"
2006,"Species1",0.0869565217391304,2000,3646662,3163023,"Site_289","bms_id18"
2007,"Species1",0.25,2000,3646662,3163023,"Site_289","bms_id18"
2008,"Species1",0.0588235294117647,2000,3646662,3163023,"Site_289","bms_id18"
2009,"Species1",0.478260869565217,2000,3646662,3163023,"Site_289","bms_id18"
2010,"Species1",0.666666666666667,2000,3646662,3163023,"Site_289","bms_id18"
2011,"Species1",0.333333333333333,2000,3646662,3163023,"Site_289","bms_id18"
2012,"Species1",0.210526315789474,2000,3646662,3163023,"Site_289","bms_id18"
2013,"Species1",1.0952380952381,2000,3646662,3163023,"Site_289","bms_id18"
2014,"Species1",1.125,2000,3646662,3163023,"Site_289","bms_id18"
2015,"Species1",0.956521739130435,2000,3646662,3163023,"Site_289","bms_id18"
2016,"Species1",1.15789473684211,2000,3646662,3163023,"Site_289","bms_id18"
2017,"Species1",0.416666666666667,2000,3646662,3163023,"Site_289","bms_id18"
2018,"Species1",0.181818181818182,2000,3646662,3163023,"Site_289","bms_id18"
2019,"Species1",1.33333333333333,2000,3646662,3163023,"Site_289","bms_id18"
2020,"Species1",2.8,2000,3646662,3163023,"Site_289","bms_id18"
2021,"Species1",1.0952380952381,2000,3646662,3163023,"Site_289","bms_id18"
2017,"Species1",1.5,4400,3666624,3177270,"Site_290","bms_id18"
2018,"Species1",1.4,4400,3666624,3177270,"Site_290","bms_id18"
2019,"Species1",2.2,4400,3666624,3177270,"Site_290","bms_id18"
2000,"Species1",4.57692307692308,3500,3451665,3628441,"Site_291","bms_id18"
2001,"Species1",11.8636363636364,3500,3451665,3628441,"Site_291","bms_id18"
2002,"Species1",2.6078431372549,3500,3451665,3628441,"Site_291","bms_id18"
2003,"Species1",3.84615384615385,3500,3451665,3628441,"Site_291","bms_id18"
2004,"Species1",7.75,3500,3451665,3628441,"Site_291","bms_id18"
2005,"Species1",10.1923076923077,3500,3451665,3628441,"Site_291","bms_id18"
2006,"Species1",10.1111111111111,3500,3451665,3628441,"Site_291","bms_id18"
2007,"Species1",16.8571428571429,3500,3451665,3628441,"Site_291","bms_id18"
2013,"Species1",9.21052631578947,3500,3451665,3628441,"Site_291","bms_id18"
2014,"Species1",21.047619047619,3500,3451665,3628441,"Site_291","bms_id18"
2015,"Species1",9.95454545454546,3500,3451665,3628441,"Site_291","bms_id18"
2016,"Species1",8.05263157894737,3500,3451665,3628441,"Site_291","bms_id18"
2017,"Species1",18.1176470588235,3500,3451665,3628441,"Site_291","bms_id18"
2018,"Species1",24.0384615384615,3500,3451665,3628441,"Site_291","bms_id18"
2019,"Species1",25.5,3500,3451665,3628441,"Site_291","bms_id18"
2020,"Species1",29.5,3500,3451665,3628441,"Site_291","bms_id18"
2021,"Species1",9,3500,3451665,3628441,"Site_291","bms_id18"
2000,"Species1",0,830,3609511,3350006,"Site_292","bms_id18"
2001,"Species1",0.64,830,3609511,3350006,"Site_292","bms_id18"
2002,"Species1",0.321428571428571,830,3609511,3350006,"Site_292","bms_id18"
2003,"Species1",0.178571428571429,830,3609511,3350006,"Site_292","bms_id18"
2004,"Species1",0.185185185185185,830,3609511,3350006,"Site_292","bms_id18"
2005,"Species1",0.148148148148148,830,3609511,3350006,"Site_292","bms_id18"
2006,"Species1",0.192307692307692,830,3609511,3350006,"Site_292","bms_id18"
2007,"Species1",0.16,830,3609511,3350006,"Site_292","bms_id18"
2008,"Species1",0.28,830,3609511,3350006,"Site_292","bms_id18"
2009,"Species1",0.8,830,3609511,3350006,"Site_292","bms_id18"
2010,"Species1",0.272727272727273,830,3609511,3350006,"Site_292","bms_id18"
2011,"Species1",0.217391304347826,830,3609511,3350006,"Site_292","bms_id18"
2013,"Species1",0.826086956521739,830,3609511,3350006,"Site_292","bms_id18"
2014,"Species1",0.181818181818182,830,3609511,3350006,"Site_292","bms_id18"
2015,"Species1",0.681818181818182,830,3609511,3350006,"Site_292","bms_id18"
2016,"Species1",0.222222222222222,830,3609511,3350006,"Site_292","bms_id18"
2017,"Species1",0.705882352941177,830,3609511,3350006,"Site_292","bms_id18"
2018,"Species1",0.117647058823529,830,3609511,3350006,"Site_292","bms_id18"
2019,"Species1",0.722222222222222,830,3609511,3350006,"Site_292","bms_id18"
2020,"Species1",1.92307692307692,830,3609511,3350006,"Site_292","bms_id18"
2021,"Species1",0.956521739130435,830,3609511,3350006,"Site_292","bms_id18"
2000,"Species1",2.7,2240,3589977,3332044,"Site_293","bms_id18"
2001,"Species1",1.95,2240,3589977,3332044,"Site_293","bms_id18"
2001,"Species1",2.59090909090909,2160,3342925,3122256,"Site_294","bms_id18"
2002,"Species1",2.36363636363636,2160,3342925,3122256,"Site_294","bms_id18"
2003,"Species1",2.53846153846154,2160,3342925,3122256,"Site_294","bms_id18"
2010,"Species1",0.230769230769231,956,3367449,3142612,"Site_295","bms_id18"
2011,"Species1",0.846153846153846,956,3367449,3142612,"Site_295","bms_id18"
2012,"Species1",0.1,956,3367449,3142612,"Site_295","bms_id18"
2013,"Species1",0.375,956,3367449,3142612,"Site_295","bms_id18"
2014,"Species1",0.588235294117647,956,3367449,3142612,"Site_295","bms_id18"
2015,"Species1",1,956,3367449,3142612,"Site_295","bms_id18"
2000,"Species1",0.0625,4068,3565526,3709106,"Site_296","bms_id18"
2001,"Species1",0.647058823529412,4068,3565526,3709106,"Site_296","bms_id18"
2002,"Species1",0.0526315789473684,4068,3565526,3709106,"Site_296","bms_id18"
2003,"Species1",0.523809523809524,4068,3565526,3709106,"Site_296","bms_id18"
2004,"Species1",3.5625,4068,3565526,3709106,"Site_296","bms_id18"
2005,"Species1",1.17647058823529,4068,3565526,3709106,"Site_296","bms_id18"
2006,"Species1",2.64705882352941,4068,3565526,3709106,"Site_296","bms_id18"
2007,"Species1",0.5,4068,3565526,3709106,"Site_296","bms_id18"
2008,"Species1",2,4068,3565526,3709106,"Site_296","bms_id18"
2009,"Species1",2.26315789473684,4068,3565526,3709106,"Site_296","bms_id18"
2010,"Species1",0.85,4068,3565526,3709106,"Site_296","bms_id18"
2011,"Species1",0.714285714285714,4068,3565526,3709106,"Site_296","bms_id18"
2012,"Species1",0.1,4068,3565526,3709106,"Site_296","bms_id18"
2013,"Species1",0.15,4068,3565526,3709106,"Site_296","bms_id18"
2014,"Species1",1.04545454545455,4068,3565526,3709106,"Site_296","bms_id18"
2015,"Species1",1.56521739130435,4068,3565526,3709106,"Site_296","bms_id18"
2016,"Species1",1.23529411764706,4068,3565526,3709106,"Site_296","bms_id18"
